policy,seed,success,collision,timeout,n_steps,total_reward,gcr
intention_rl+taga,76,1,0,0,78,43.295,0.0
intention_rl+taga,77,1,0,0,64,34.392,0.0
intention_rl+taga,78,1,0,0,64,46.471,0.0
intention_rl+taga,79,1,0,0,51,39.588,0.0
intention_rl+taga,80,1,0,0,42,31.389,0.0
intention_rl+taga,81,1,0,0,135,27.144,0.0
intention_rl+taga,82,1,0,0,71,36.642,0.0
intention_rl+taga,83,1,0,0,62,39.888,0.0
intention_rl+taga,84,1,0,0,64,28.202,0.0
intention_rl+taga,85,0,1,0,13,-13.794,0.0
intention_rl+taga,86,1,0,0,79,47.087,0.0
intention_rl+taga,87,1,0,0,80,39.974,0.0
intention_rl+taga,88,1,0,0,68,8.309,0.0735
intention_rl+taga,89,0,1,0,20,-7.709,0.0
intention_rl+taga,90,1,0,0,53,31.731,0.0
intention_rl+taga,91,1,0,0,128,33.796,0.0
intention_rl+taga,92,1,0,0,43,30.502,0.0
intention_rl+taga,93,1,0,0,55,31.188,0.0
intention_rl+taga,94,1,0,0,43,29.76,0.0
intention_rl+taga,95,1,0,0,53,32.572,0.0
intention_rl+taga,96,0,1,0,37,3.515,0.0
intention_rl+taga,97,0,1,0,38,-1.744,0.0
intention_rl+taga,98,1,0,0,52,27.307,0.0
intention_rl+taga,99,1,0,0,62,32.666,0.0
grace,0,0,0,1,194,10.232,0.0
grace,1,1,0,0,131,29.427,0.0
grace,2,1,0,0,184,31.81,0.0
grace,3,1,0,0,62,29.535,0.0
grace,4,1,0,0,64,33.737,0.0
grace,5,1,0,0,105,36.262,0.0
grace,6,1,0,0,85,42.159,0.0
grace,7,1,0,0,74,30.175,0.0
grace,8,1,0,0,64,32.226,0.0
grace,9,0,0,1,194,22.583,0.0
grace,10,0,1,0,14,-17.935,0.0
grace,11,1,0,0,103,44.74,0.0
grace,12,1,0,0,181,28.245,0.0
grace,13,1,0,0,98,39.03,0.0
grace,14,1,0,0,68,30.006,0.0
grace,15,0,1,0,14,-20.512,0.0
grace,16,1,0,0,64,29.114,0.0
grace,17,0,1,0,26,-9.781,0.0
grace,18,1,0,0,100,35.205,0.0
grace,19,1,0,0,102,37.76,0.0
grace,20,1,0,0,78,39.211,0.0
grace,21,1,0,0,55,45.953,0.0
grace,22,1,0,0,81,36.884,0.0
grace,23,1,0,0,59,39.131,0.0
grace,24,0,0,1,194,34.316,0.0
grace,25,0,1,0,35,-13.104,0.0
grace,26,0,1,0,46,0.931,0.0
grace,27,1,0,0,119,42.494,0.0
grace,28,0,0,1,194,35.315,0.0
grace,29,1,0,0,68,34.191,0.0
grace,30,1,0,0,136,44.955,0.0
grace,31,1,0,0,54,33.139,0.0
grace,32,1,0,0,104,32.442,0.0
grace,33,1,0,0,153,41.287,0.0
grace,34,1,0,0,129,46.217,0.0
grace,35,0,1,0,142,-2.035,0.0
grace,36,1,0,0,90,35.834,0.0
grace,37,1,0,0,70,34.904,0.0
grace,38,0,0,1,194,9.203,0.0
grace,39,0,0,1,194,15.215,0.0
grace,40,1,0,0,91,29.89,0.0
grace,41,1,0,0,47,25.916,0.0
grace,42,1,0,0,50,25.984,0.0
grace,43,0,0,1,194,12.105,0.0
grace,44,0,0,1,194,19.795,0.0
grace,45,1,0,0,116,43.574,0.0
grace,46,1,0,0,63,36.173,0.0
grace,47,0,0,1,194,7.017,0.0
grace,48,1,0,0,81,36.376,0.0
grace,49,0,0,1,194,15.472,0.0
grace,50,1,0,0,69,38.203,0.0
grace,51,0,0,1,194,14.32,0.0
grace,52,1,0,0,86,56.183,0.0
grace,53,0,1,0,8,-16.718,0.0
grace,54,0,1,0,20,-1.768,0.0
grace,55,1,0,0,161,43.734,0.0
grace,56,1,0,0,87,30.738,0.0
grace,57,1,0,0,62,34.321,0.0
grace,58,1,0,0,183,54.514,0.0
grace,59,0,1,0,44,-5.936,0.0
grace,60,1,0,0,157,45.693,0.0
grace,61,1,0,0,74,40.958,0.0
grace,62,1,0,0,64,31.239,0.0
grace,63,1,0,0,63,45.752,0.0
grace,64,1,0,0,126,44.2,0.0
grace,65,1,0,0,74,40.905,0.0
grace,66,1,0,0,55,33.321,0.0
grace,67,1,0,0,47,27.727,0.0
grace,68,1,0,0,97,42.07,0.0
grace,69,0,1,0,25,-19.226,0.0
grace,70,1,0,0,56,31.582,0.0
grace,71,1,0,0,89,49.938,0.0
grace,72,1,0,0,90,33.408,0.0
grace,73,1,0,0,90,37.094,0.0
grace,74,1,0,0,71,37.546,0.0
grace,75,1,0,0,78,40.521,0.0
grace,76,1,0,0,122,43.45,0.0
grace,77,1,0,0,85,31.187,0.0
grace,78,1,0,0,81,40.034,0.0
grace,79,1,0,0,61,43.487,0.0
grace,80,1,0,0,66,28.916,0.0
grace,81,0,0,1,194,14.989,0.0
grace,82,1,0,0,87,34.263,0.0
grace,83,1,0,0,71,40.167,0.0
grace,84,1,0,0,129,28.179,0.0
grace,85,0,1,0,16,-12.62,0.0
grace,86,1,0,0,90,30.001,0.0
grace,87,1,0,0,154,42.008,0.0
grace,88,0,0,1,194,23.087,0.0
grace,89,1,0,0,91,38.8,0.0
grace,90,1,0,0,55,31.769,0.0
grace,91,1,0,0,178,28.584,0.0
grace,92,1,0,0,55,31.179,0.0
grace,93,1,0,0,169,32.72,0.0
grace,94,1,0,0,74,29.475,0.0
grace,95,1,0,0,82,32.333,0.0
grace,96,1,0,0,94,29.235,0.0
grace,97,1,0,0,89,34.402,0.0
grace,98,0,1,0,48,-8.845,0.0
grace,99,1,0,0,54,32.537,0.0
